GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_steering,cmd_v,imu_gps_state,imu_satellite_num,imu_warning,cmd_v.1,car_v,shiftLevel
2283,552691.87,121.5134723,37.43366027,45.23,203.36,7.5564,12,28.0,2,10.0,8.1171875,10.0,,
2283,552691.98,121.51347129999999,37.43365835,45.23,203.19,7.992000000000001,12,28.0,2,10.0,8.2265625,10.0,,
2283,552692.08,121.51347036,37.43365656,45.24,202.86,8.1684,12,28.0,2,10.0,8.4765625,10.0,,
2283,552692.18,121.51346937,37.43365476,45.24,202.61,7.9272,12,28.0,2,10.0,8.609375,10.0,,
2283,552692.28,121.51346842,37.43365289,45.24,202.48,7.8912,12,28.0,2,10.0,8.859375,10.0,,
2283,552692.37,121.51346745,37.43365116,45.24,202.45,8.2368,12,28.0,2,10.0,8.96875,10.0,,
2283,552692.48,121.51346632,37.43364899,45.24,202.25,8.6688,12,28.0,2,10.0,9.0078125,10.0,,
2283,552692.58,121.51346538,37.43364699,45.24,202.01,8.8272,12,28.0,2,10.0,9.0625,10.0,,
2283,552692.68,121.51346446,37.43364495,45.24,201.85,8.7192,12,28.0,2,10.0,9.140625,10.0,,
2283,552692.78,121.51346343,37.43364288,45.23,201.77,8.8164,12,28.0,2,10.0,9.1953125,10.0,,
2283,552692.88,121.51346235,37.43364079,45.23,201.61,9.1584,12,28.0,2,10.0,9.3515625,10.0,,
2283,552692.98,121.51346136,37.4336387,45.23,201.31,9.2196,12,28.0,2,10.0,9.3515625,10.0,,
2283,552693.08,121.51346034,37.43363661,45.23,201.08,8.8632,12,28.0,2,10.0,9.4296875,10.0,,
2283,552693.17,121.5134594,37.43363473,45.23,200.93,9.036,12,28.0,2,10.0,9.3515625,10.0,,
2283,552693.28,121.51345827,37.43363242,45.23,200.72,9.1512,12,28.0,2,10.0,9.2734375,10.0,,
2283,552693.38,121.51345729,37.43363028,45.23,200.56,9.2304,12,28.0,2,10.0,9.234375,10.0,,
2283,552693.48,121.51345629,37.43362815,45.23,200.49,9.1008,12,28.0,2,10.0,9.2734375,10.0,,
2283,552693.58,121.5134553,37.433626000000004,45.23,200.45,9.1584,12,28.0,2,10.0,9.3125,10.0,,
2283,552693.68,121.51345428,37.43362384,45.23,200.44,9.216000000000001,12,28.0,2,10.0,9.3125,10.0,,
2283,552693.78,121.51345329,37.43362168,45.22,200.47,9.2448,12,28.0,2,10.0,9.3515625,10.0,,
2283,552693.88,121.51345234,37.43361952,45.22,200.52,9.1296,12,28.0,2,10.0,9.2578125,10.0,,
2283,552693.98,121.51345129,37.43361739,45.22,200.66,9.216000000000001,12,28.0,2,10.0,9.234375,10.0,,
2283,552694.08,121.51345022,37.43361529,45.22,200.81,9.18,12,28.0,2,10.0,9.1796875,10.0,,
2283,552694.18,121.51344915,37.43361317,45.22,201.0,8.9568,12,28.0,2,10.0,9.15625,10.0,,
2283,552694.28,121.51344802,37.43361111,45.22,201.26,9.0144,12,28.0,2,10.0,9.125,10.0,,
2283,552694.38,121.51344695,37.433609000000004,45.22,201.46,9.1836,12,28.0,2,10.0,9.1015625,10.0,,
2283,552694.48,121.51344591,37.43360697,45.22,201.62,9.0324,12,28.0,2,10.0,9.0625,10.0,,
2283,552694.58,121.51344489,37.4336049,45.22,201.78,8.766,12,28.0,2,10.0,8.9140625,10.0,,
2283,552694.68,121.51344387,37.43360284,45.22,201.97,8.7876,12,27.0,2,10.0,8.875,10.0,,
2283,552694.77,121.51344293,37.43360098,45.22,202.11,8.91,12,27.0,2,10.0,8.8203125,10.0,,
2283,552694.88,121.51344178,37.43359876,45.21,202.24,8.7948,12,26.0,2,10.0,8.9140625,10.0,,
2283,552694.98,121.51344072,37.43359673,45.21,202.29,8.7804,12,26.0,2,10.0,8.859375,10.0,,
2283,552695.08,121.51343972,37.43359471,45.21,202.27,8.6436,12,26.0,2,10.0,8.7578125,10.0,,
2283,552695.18,121.51343872,37.433592700000005,45.21,202.19,8.5464,12,26.0,2,10.0,8.78125,10.0,,
2283,552695.27,121.51343787,37.43359089,45.21,202.15,8.5284,12,28.0,2,10.0,8.7578125,10.0,,
2283,552695.38,121.51343677,37.43358868,45.21,202.05,8.6868,12,28.0,2,10.0,8.6484375,10.0,,
2283,552695.48,121.51343576,37.43358672,45.21,201.85,8.7336,12,28.0,2,10.0,8.7421875,10.0,,
2283,552695.58,121.51343476,37.43358474,45.21,201.72,8.3268,12,28.0,2,10.0,8.515625,10.0,,
2283,552695.68,121.51343378,37.43358277,45.21,201.67,8.2584,12,27.0,2,10.0,8.5859375,10.0,,
2283,552695.78,121.51343276,37.433580799999994,45.21,201.62,8.5464,12,27.0,2,10.0,8.453125,10.0,,
2283,552695.88,121.51343179,37.43357885,45.21,201.42,8.7048,12,26.0,2,10.0,8.53125,10.0,,
2283,552695.98,121.51343083,37.43357688,45.21,201.23,8.3376,12,26.0,2,10.0,8.453125,10.0,,
2283,552696.08,121.51342985,37.43357499,45.21,201.14,8.1468,12,26.0,2,10.0,8.359375,10.0,,
2283,552696.18,121.51342888,37.43357308,45.21,200.97,8.2692,12,26.0,2,10.0,8.421875,10.0,,
2283,552696.28,121.51342797,37.43357123,45.21,200.75,8.262,12,29.0,2,10.0,8.265625,10.0,,
2283,552696.38,121.51342706,37.433569299999995,45.21,200.65,8.1072,12,29.0,2,10.0,8.171875,10.0,,
2283,552696.48,121.51342619,37.43356745,45.21,200.56,8.0316,12,28.0,2,10.0,8.15625,10.0,,
2283,552696.58,121.51342533,37.43356552,45.2,200.5,8.1468,12,28.0,2,10.0,8.171875,10.0,,
2283,552696.68,121.51342442,37.43356362,45.2,200.38,8.2296,12,27.0,2,10.0,8.1328125,10.0,,
2283,552696.78,121.51342357,37.43356175,45.2,200.21,7.92,12,27.0,2,10.0,8.0390625,10.0,,
2283,552696.88,121.51342272,37.43355987,45.2,200.18,7.794,12,26.0,2,10.0,8.078125,10.0,,
2283,552696.98,121.51342187,37.43355798,45.2,200.18,7.956,12,26.0,2,10.0,7.984375,10.0,,
2283,552697.08,121.51342101,37.43355609,45.2,200.12,7.9992,12,26.0,2,10.0,7.8828125,10.0,,
2283,552697.18,121.51342015,37.43355424,45.2,200.17,7.83,12,26.0,2,10.0,7.7734375,10.0,,
2283,552697.28,121.51341918,37.43355239,45.2,200.26,8.0136,12,28.0,2,10.0,7.7734375,10.0,,
2283,552697.38,121.51341835,37.43355057,45.2,200.31,7.8192,12,28.0,2,10.0,7.734375,10.0,,
2283,552697.48,121.5134176,37.43354893,45.2,200.47,7.577999999999999,12,28.0,2,10.0,7.75,10.0,,
2283,552697.58,121.51341673,37.43354711,45.2,200.62,7.7508,12,28.0,2,10.0,7.734375,10.0,,
2283,552697.68,121.51341578,37.43354528,45.19,200.67,7.7724,12,27.0,2,10.0,7.6171875,10.0,,
2283,552697.78,121.51341495,37.4335435,45.19,200.67,7.506,12,27.0,2,10.0,7.65625,10.0,,
2283,552697.88,121.51341415,37.43354182,45.19,200.78,7.343999999999999,12,27.0,2,10.0,7.6796875,10.0,,
2283,552697.98,121.51341328,37.43354008,45.2,200.9,7.6464,12,27.0,2,10.0,7.5234375,10.0,,
2283,552698.08,121.51341247,37.43353831,45.2,200.94,7.7148,12,27.0,2,10.0,7.546875,10.0,,
2283,552698.18,121.51341161,37.43353652,45.19,201.05,7.5312,12,27.0,2,10.0,7.5234375,10.0,,
2283,552698.28,121.51341072,37.43353482,45.19,201.14,7.3260000000000005,12,29.0,2,10.0,7.5234375,10.0,,
2283,552698.38,121.51340982,37.43353309,45.2,201.21,7.3584,12,29.0,2,10.0,7.5234375,10.0,,
