GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_steering,cmd_v,imu_gps_state,imu_satellite_num,imu_warning,cmd_v.1,car_v,shiftLevel
2283.0,552653.07,121.51369738,37.434043200000005,45.5,205.17,7.5276,12.0,28.0,2.0,8,7.75,10,,
2283.0,552653.17,121.51369640000001,37.43404149,45.5,205.16,7.4700000000000015,12.0,28.0,2.0,8,7.828125,10,,
2283.0,552653.28,121.51369547,37.43403992,45.5,205.17,7.4196,12.0,31.0,2.0,8,7.828125,10,,
2283.0,552653.37,121.51369456,37.43403837,45.5,205.19,7.5348,12.0,31.0,2.0,8,7.8125,10,,
2283.0,552653.47,121.51369340000001,37.43403647,45.5,205.17,7.6212,12.0,31.0,2.0,8,7.734375,10,,
2283.0,552653.57,121.51369239,37.43403475,45.5,205.13,7.65,12.0,31.0,2.0,8,7.734375,10,,
2283.0,552653.67,121.51369145,37.43403296,45.5,205.1,7.6896,12.0,30.0,2.0,8,7.7734375,10,,
2283.0,552653.78,121.51369036,37.43403106,45.5,205.08,7.5672,12.0,30.0,2.0,8,7.8515625,10,,
2283.0,552653.88,121.51368926,37.43402963,45.5,205.12,7.5492,12.0,30.0,2.0,8,7.828125,10,,
2283.0,552653.98,121.51368829,37.43402792,45.5,205.08,7.524,12.0,30.0,2.0,8,7.734375,10,,
2283.0,552654.08,121.51368734,37.43402626,45.5,205.06,7.5096,12.0,30.0,2.0,8,7.7734375,10,,
2283.0,552654.17,121.51368645,37.43402469,45.5,205.08,7.7147999999999985,12.0,30.0,2.0,8,7.734375,10,,
2283.0,552654.27,121.51368528,37.43402294,45.5,205.08,7.74,12.0,30.0,2.0,8,7.828125,10,,
2283.0,552654.38,121.51368419,37.43402103,45.49,205.06,7.5996000000000015,12.0,30.0,2.0,8,7.8828125,10,,
2283.0,552654.48,121.51368324,37.43401944,45.49,205.03,7.5276,12.0,29.0,2.0,8,7.90625,10,,
2283.0,552654.58,121.51368222,37.43401773,45.49,205.03,7.577999999999999,12.0,29.0,2.0,8,7.8125,10,,
2283.0,552654.67,121.51368126,37.43401616,45.49,204.98,7.588800000000001,12.0,29.0,2.0,8,7.7734375,10,,
2283.0,552654.77,121.51368024,37.43401443,45.49,204.98,7.6536,12.0,29.0,2.0,8,7.7734375,10,,
2283.0,552654.87,121.51367909999999,37.43401282,45.49,204.96,7.56,12.0,29.0,2.0,8,7.8125,10,,
2283.0,552654.97,121.51367806,37.434011100000006,45.49,204.98,7.4772,12.0,29.0,2.0,8,7.8828125,10,,
2283.0,552655.07,121.51367699,37.43400941,45.49,204.95,7.484400000000001,12.0,29.0,2.0,8,7.8515625,10,,
2283.0,552655.17,121.51367595,37.43400771,45.49,204.94,7.6320000000000014,12.0,29.0,2.0,8,7.8828125,10,,
2283.0,552655.27,121.51367479999999,37.43400565,45.49,204.89,7.7147999999999985,12.0,30.0,2.0,8,7.828125,10,,
2283.0,552655.37,121.51367376,37.43400392,45.49,204.93,7.6320000000000014,12.0,30.0,2.0,8,7.7734375,10,,
2283.0,552655.47,121.51367257,37.43400196,45.49,204.93,7.7796,12.0,28.0,2.0,8,7.8515625,10,,
2283.0,552655.58,121.51367150000002,37.43400004,45.49,204.87,7.7796,12.0,28.0,2.0,8,7.828125,10,,
2283.0,552655.68,121.51367077,37.43399867,45.49,204.81,7.318799999999999,12.0,28.0,2.0,8,7.828125,10,,
2283.0,552655.77,121.51366988,37.43399712,45.49,204.87,7.416,12.0,28.0,2.0,8,7.8125,10,,
2283.0,552655.87,121.51366877,37.43399533,45.48,204.91,7.667999999999999,12.0,28.0,2.0,8,7.71875,10,,
2283.0,552655.97,121.51366779,37.43399358,45.48,204.88,7.8012,12.0,28.0,2.0,8,7.75,10,,
