GPSTime,v,均值,方差,标准差,均方根误差
96097.46,3.8307599999999997,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96098.46,3.5773199999999994,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96099.46,3.699,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96100.46,3.7000800000000003,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96101.46,3.6421200000000007,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96102.46,3.78504,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96103.46,3.75228,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96104.46,3.6720000000000006,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96105.46,3.62268,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96106.46,3.63888,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96107.46,3.69648,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96108.46,3.71412,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96109.46,3.67452,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96110.46,3.93048,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96111.46,3.82428,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96112.46,3.84732,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96113.46,3.7580400000000003,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96114.46,3.82572,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96115.46,3.8124,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96116.46,3.69,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96117.46,3.6468,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96118.47,3.73572,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96119.46,3.8494800000000002,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96120.46,3.861,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96121.46,3.62736,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96122.46,3.75192,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96123.46,3.762000000000001,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96124.46,3.8905199999999995,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96125.46,3.75192,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96126.46,3.71772,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96127.46,3.8343599999999993,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96128.47,3.93156,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
96129.46,3.86496,3.844936310679611,0.02084103165629186,0.14436423260729045,0.2118626427710694
