GPSTime,v,均值,方差,标准差,均方根误差
95811.74,8.6598,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95812.74,8.7426,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95813.74,8.579880000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95814.74,8.52588,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95815.74,8.59464,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95816.74,8.574119999999999,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95817.74,8.552159999999999,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95818.74,8.585280000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95819.75,8.53524,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95820.74,8.65404,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95821.74,8.605080000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95822.74,8.61156,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95823.75,8.654760000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95824.74,8.59356,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95825.74,8.570160000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95826.74,8.49168,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95827.74,8.456760000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95828.75,8.521560000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95829.74,8.711640000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95830.74,8.66484,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95831.74,8.633519999999999,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95832.74,8.65548,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95833.74,8.58924,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95834.74,8.59932,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95835.74,8.73108,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95836.74,8.671319999999998,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95837.74,8.51652,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95838.74,8.61588,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95839.74,8.56656,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95840.74,8.721720000000001,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95841.74,8.725679999999999,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95842.74,8.588159999999998,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95843.74,8.62236,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
95844.74,8.857079999999998,8.600134945054945,0.008109561446974996,0.09005310348330588,0.4098800112388828
