GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_steering,cmd_v,imu_gps_state,imu_satellite_num,imu_warning,cmd_v.1,car_v,shiftLevel,均值,方差,标准差,均方根误差
2283.0,551838.82,121.51605128,37.43330036,64.04,292.72,3.8016,12.0,30.0,2.0,5,4.3671875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551838.91,121.51605005,37.4333009,64.04,292.86,4.3776,12.0,30.0,2.0,5,4.40625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.02,121.51604872,37.43330138,64.04,292.63,4.6152000000000015,12.0,30.0,2.0,5,4.484375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.12,121.51604756,37.43330177,64.03,292.38,4.4964,12.0,30.0,2.0,5,4.578125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.22,121.51604632,37.43330225,64.04,292.26,4.1724000000000006,12.0,30.0,2.0,5,4.6171875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.32,121.51604429,37.43330304,64.03,292.26,4.59,12.0,30.0,2.0,5,4.6328125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.42,121.51604302,37.43330346,64.03,292.01,4.6404,12.0,30.0,2.0,5,4.65625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.52,121.51604165,37.43330389,64.03,291.85,4.4244,12.0,30.0,2.0,5,4.7109375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.62,121.51604033,37.43330439,64.03,291.79,4.6656,12.0,30.0,2.0,5,4.7265625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.72,121.51603921,37.43330467,64.03,291.49,4.7448000000000015,12.0,30.0,2.0,5,4.7265625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.82,121.51603786,37.43330512,64.02,291.26,4.662,12.0,30.0,2.0,5,4.84375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551839.92,121.51603648,37.43330573,64.03,291.28,4.6908,12.0,30.0,2.0,5,4.84375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.01,121.51603527,37.43330618,64.03,291.15,4.8204,12.0,30.0,2.0,5,4.8671875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.12,121.51603398,37.43330656,64.02,290.9,4.9319999999999995,12.0,30.0,2.0,5,4.8671875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.22,121.51603263,37.43330701,64.02,290.74,4.5972,12.0,30.0,2.0,5,4.9765625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.32,121.51603002,37.43330791,64.02,290.81,4.6188,12.0,30.0,2.0,5,4.8671875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.42,121.51602856,37.43330839,64.02,290.91,4.9464000000000015,12.0,30.0,2.0,5,4.8828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.52,121.51602749,37.43330828,64.02,290.39,5.695200000000002,12.0,29.0,2.0,5,4.9609375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.62,121.51602605,37.43330865,64.02,289.98,5.1156000000000015,12.0,29.0,2.0,5,4.9609375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.72,121.51602422,37.43330929,64.01,289.88,4.4964,12.0,29.0,2.0,5,5.0,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.82,121.51602332,37.43330952,64.0,289.77,4.5972,12.0,29.0,2.0,5,4.9765625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551840.92,121.51602194,37.43330998,64.0,289.54,4.986000000000001,12.0,29.0,2.0,5,5.0,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.02,121.5160206,37.433310399999996,64.01,289.26,5.3604,12.0,29.0,2.0,5,4.9375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.12,121.51601937,37.43331076,64.0,289.06,4.5144,12.0,29.0,2.0,5,5.0,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.22,121.51601789,37.43331115,64.0,289.12,4.5360000000000005,12.0,29.0,2.0,5,4.9609375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.32,121.51601622,37.43331202,64.01,289.5,4.9176,12.0,30.0,2.0,5,4.9609375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.42,121.51601532,37.43331212,64.01,289.23,5.2848,12.0,30.0,2.0,5,4.9375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.52,121.51601397,37.4333124,64.01,288.85,4.7484,12.0,30.0,2.0,5,4.8984375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.61,121.51601266,37.43331275,64.01,288.86,4.2336,12.0,30.0,2.0,5,4.8828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.72,121.51601105,37.43331339,64.01,288.83,4.2372000000000005,12.0,30.0,2.0,5,4.828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.82,121.51600965,37.43331377,64.01,288.68,4.9572,12.0,30.0,2.0,5,4.8828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551841.92,121.51600903,37.43331369,64.01,288.3,5.112,12.0,30.0,2.0,5,4.84375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.02,121.51600764,37.43331403,64.01,288.09,4.5468,12.0,30.0,2.0,5,4.828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.12,121.51600593,37.43331448,64.01,288.14,4.2228,12.0,30.0,2.0,5,4.765625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.21,121.51600462,37.43331477,64.0,288.19,4.6836,12.0,30.0,2.0,5,4.75,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.32,121.51600407,37.43331465,63.98,288.05,5.0760000000000005,12.0,30.0,2.0,5,4.828125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.42,121.51600275,37.43331488,63.98,287.63,4.8996,12.0,30.0,2.0,5,4.7890625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.52,121.51600067,37.43331565,63.98,287.68,4.388400000000002,12.0,30.0,2.0,5,4.7265625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.62,121.5159993,37.43331601,63.98,287.61,4.0788,12.0,30.0,2.0,5,4.7109375,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.71,121.51599804,37.43331643,63.98,287.7,4.7952,12.0,30.0,2.0,5,4.671875,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.82,121.51599660000001,37.43331672,63.98,287.39,4.6944,12.0,30.0,2.0,5,4.578125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551842.92,121.51599511,37.43331688,63.97,287.21,4.6548,12.0,30.0,2.0,5,4.578125,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
2283.0,551843.02,121.51599369,37.43331716,63.97,287.28,4.32,12.0,30.0,2.0,5,4.5390625,10,,,4.7851804554079695,1.0862674219329995,1.0422415372326126,1.0641498290521532
