GPSTime,v,均值,方差,标准差,均方根误差
94342.42,4.530240000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94343.42,4.7228400000000015,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94344.42,4.76964,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94345.42,4.689359999999999,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94346.42,4.779,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94347.42,4.6897199999999994,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94348.42,4.73004,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94349.42,4.720320000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94350.42,4.70664,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94351.42,4.6184400000000005,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94352.42,4.7145600000000005,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94353.42,4.6486800000000015,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94354.42,4.66776,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94355.42,4.643279999999999,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94356.42,4.620959999999998,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94357.42,4.71852,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94358.42,4.71708,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94359.42,4.619159999999999,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94360.42,4.7689200000000005,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94361.42,4.831919999999998,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94362.41,4.65444,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94363.42,4.7343600000000015,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94364.42,4.7988,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94365.42,4.789800000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94366.41,4.652279999999998,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94367.42,4.789440000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94368.42,4.8178800000000015,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94369.42,4.812480000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94370.42,4.675320000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94371.42,4.779,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94372.42,4.8924,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94373.42,4.93308,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94374.42,4.80204,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94375.42,4.539600000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94376.41,4.8589199999999995,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94377.42,4.9698,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94378.42,4.91868,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94379.42,4.65048,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94380.42,4.820759999999999,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94381.42,5.11056,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94382.42,5.1012,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94383.42,5.09652,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94384.42,4.7167200000000005,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94385.42,4.69728,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94386.42,5.119200000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94387.42,5.1228,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94388.42,5.1336,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94389.42,4.9737599999999995,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94390.42,4.7196,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94391.42,4.6393200000000006,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94392.42,4.89168,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94393.41,4.8474,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94394.42,4.825799999999999,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94395.42,4.587840000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94396.42,4.85964,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94397.42,5.190840000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94398.42,5.11416,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94399.42,5.051160000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94400.42,4.7628,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94401.42,4.588559999999998,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94402.42,4.8628800000000005,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94403.42,5.008680000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94404.42,5.0742,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94405.42,4.85784,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94406.42,4.6706400000000015,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94407.42,4.775400000000001,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
94408.42,4.93308,4.862546181818182,0.03864651195451245,0.1965871612148475,0.23987510101565918
