GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,car_v,shiftLevel,均值,方差,标准差,均方根误差
2284.0,95224.93,121.51389979999999,37.43447365,46.04,197.28,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95224.95,121.51389979999999,37.43447365,46.04,197.29,0.0036000000000000008,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.03,121.51389979999999,37.43447365,46.04,197.29,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.14,121.51389979999999,37.43447365,46.04,197.29,0.0036000000000000008,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.24,121.51389981,37.43447365,46.04,197.29,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.34,121.51389981,37.43447365,46.04,197.29,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.44,121.51389981,37.43447365,46.04,197.29,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.53,121.51389981,37.43447365,46.04,197.29,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.63,121.51389981,37.43447364,46.04,197.29,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.74,121.51389981,37.43447364,46.04,197.29,0.0,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.84,121.51389981,37.43447364,46.04,197.29,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95225.94,121.51389981,37.43447364,46.04,197.29,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.04,121.51389981,37.43447364,46.04,197.29,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.13,121.51389981,37.43447364,46.04,197.29,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.24,121.51389981,37.43447364,46.04,197.29,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.34,121.51389982,37.43447364,46.04,197.29,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.44,121.51389981,37.43447364,46.04,197.29,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.54,121.51389982,37.43447364,46.04,197.29,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.63,121.51389982,37.43447365,46.04,197.3,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.74,121.51389982,37.43447364,46.04,197.28,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.84,121.51389982,37.43447365,46.04,197.28,0.028800000000000006,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95226.94,121.51389982,37.43447365,46.04,197.29,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.04,121.51389982,37.43447365,46.04,197.29,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.13,121.51389982,37.43447365,46.04,197.3,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.24,121.51389983,37.43447365,46.04,197.29,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.34,121.51389983,37.43447365,46.04,197.29,0.0324,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.44,121.51389983,37.43447365,46.04,197.3,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.54,121.51389983,37.43447364,46.04,197.29,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.63,121.51389983,37.43447364,46.04,197.3,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.73,121.51389983,37.43447364,46.04,197.29,0.0036000000000000008,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.84,121.51389983,37.43447364,46.04,197.29,0.036000000000000004,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95227.94,121.51389983,37.43447364,46.04,197.3,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.04,121.51389983,37.43447364,46.04,197.29,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.14,121.51389983,37.43447364,46.04,197.29,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.23,121.51389983,37.43447364,46.04,197.29,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.34,121.51389983,37.43447364,46.04,197.29,0.0324,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.44,121.51389982,37.43447364,46.04,197.31,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.54,121.51389983,37.43447364,46.04,197.29,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.64,121.51389983,37.43447364,46.04,197.3,0.028800000000000006,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.74,121.51389983,37.43447364,46.04,197.3,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.83,121.51389982,37.43447364,46.04,197.3,0.0324,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95228.94,121.51389982,37.43447364,46.04,197.31,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.04,121.51389982,37.43447364,46.04,197.3,0.028800000000000006,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.14,121.51389982,37.43447364,46.04,197.3,0.028800000000000006,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.24,121.51389981,37.43447364,46.04,197.3,0.018000000000000002,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.33,121.51389981,37.43447364,46.04,197.3,0.0252,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.44,121.51389981,37.43447364,46.04,197.31,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.54,121.51389981,37.43447364,46.04,197.3,0.0144,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.64,121.51389981,37.43447364,46.04,197.31,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.74,121.51389981,37.43447364,46.04,197.3,0.0216,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.83,121.51389981,37.43447364,46.04,197.31,0.0324,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95229.94,121.51389981,37.43447364,46.04,197.31,0.0072000000000000015,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.04,121.51389981,37.43447364,46.04,197.3,0.0108,8,0.0,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.14,121.51389981,37.43447365,46.04,197.31,0.0144,8,0.2265625,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.24,121.51389979,37.43447362,46.04,197.35,0.3276,8,0.1875,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.33,121.51389977,37.43447352,46.04,197.3,0.4788000000000001,8,0.46875,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.43,121.51389972,37.43447342,46.04,197.32,0.4068,8,0.5703125,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
2284.0,95230.54,121.51389968,37.43447331,46.04,197.35,0.486,8,0.625,10,7.06748604427334,3.7641765709601946,1.9401485950720874,2.1526167444729167
