GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_steering,cmd_v,imu_gps_state,imu_satellite_num,imu_warning,cmd_v,car_v,shiftLevel
2283.0,552480.89,121.51386714,37.43427695,45.52,16.14,0.028800000000000003,12.0,29.0,2.0,8,0.0,30
2283.0,552480.91,121.51386713,37.43427694,45.52,16.14,0.0324,12.0,29.0,2.0,8,0.0,30
2283.0,552480.96,121.51386713,37.43427695,45.52,16.14,0.014400000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552481.07,121.51386713,37.43427695,45.52,16.14,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552481.16,121.51386714,37.43427695,45.52,16.15,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552481.27,121.51386714,37.43427694,45.52,16.15,0.0216,12.0,30.0,2.0,8,0.0,30
2283.0,552481.37,121.51386714,37.43427694,45.52,16.15,0.0252,12.0,30.0,2.0,8,0.0,30
2283.0,552481.46,121.51386714,37.43427693,45.52,16.16,0.0252,12.0,29.0,2.0,8,0.0,30
2283.0,552481.56,121.51386713,37.43427693,45.52,16.15,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552481.66,121.51386713,37.43427692,45.52,16.15,0.0432,12.0,29.0,2.0,8,0.0,30
2283.0,552481.77,121.51386712,37.43427692,45.52,16.15,0.0108,12.0,29.0,2.0,8,0.0,30
2283.0,552481.87,121.51386712,37.43427692,45.52,16.14,0.014400000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552481.97,121.51386712,37.43427692,45.52,16.14,0.0216,12.0,29.0,2.0,8,0.0,30
2283.0,552482.06,121.51386712,37.43427692,45.52,16.15,0.014400000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552482.16,121.51386712,37.43427692,45.52,16.14,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552482.26,121.51386712,37.43427692,45.52,16.14,0.0468,12.0,29.0,2.0,8,0.0,30
2283.0,552482.37,121.51386712,37.43427692,45.52,16.15,0.0036000000000000003,12.0,29.0,2.0,8,0.0,30
2283.0,552482.47,121.51386712,37.43427692,45.52,16.14,0.0108,12.0,29.0,2.0,8,0.0,30
2283.0,552482.57,121.51386712,37.43427692,45.52,16.14,0.0216,12.0,29.0,2.0,8,0.0,30
2283.0,552482.66,121.51386712,37.43427692,45.52,16.15,0.007200000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552482.76,121.51386712,37.43427692,45.52,16.14,0.0108,12.0,29.0,2.0,8,0.0,30
2283.0,552482.87,121.51386712,37.43427692,45.52,16.14,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552482.97,121.51386712,37.43427693,45.52,16.14,0.007200000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552483.07,121.51386712,37.43427692,45.52,16.14,0.0108,12.0,29.0,2.0,8,0.0,30
2283.0,552483.17,121.51386712,37.43427692,45.52,16.14,0.036000000000000004,12.0,29.0,2.0,8,0.0,30
2283.0,552483.26,121.51386712,37.43427692,45.52,16.14,0.0504,12.0,29.0,2.0,8,0.0,30
2283.0,552483.36,121.51386711,37.43427692,45.52,16.13,0.014400000000000001,12.0,29.0,2.0,8,0.0,30
2283.0,552483.47,121.5138671,37.43427691,45.52,16.13,0.0432,12.0,29.0,2.0,8,0.0,30
2283.0,552483.57,121.5138671,37.43427691,45.52,16.14,0.0864,12.0,29.0,2.0,8,0.0,30
2283.0,552483.67,121.51386711,37.43427691,45.51,16.15,0.0108,12.0,29.0,2.0,8,0.0,30
2283.0,552483.76,121.51386709,37.4342769,45.52,16.14,0.036000000000000004,12.0,29.0,2.0,8,0.0,30
2283.0,552483.86,121.51386709,37.43427689,45.51,16.14,0.0252,12.0,29.0,2.0,8,0.0,30
2283.0,552483.96,121.51386709,37.43427689,45.51,16.14,0.0324,12.0,29.0,2.0,8,0.0,30
2283.0,552484.07,121.51386709,37.43427689,45.51,16.14,0.0324,12.0,29.0,2.0,8,0.0,30
2283.0,552484.17,121.5138671,37.43427689,45.51,16.15,0.0252,12.0,29.0,2.0,8,0.0,30
2283.0,552484.26,121.51386709,37.43427689,45.51,16.15,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552484.36,121.51386709,37.43427688,45.51,16.13,0.018000000000000002,12.0,29.0,2.0,8,0.0,30
2283.0,552484.47,121.51386708,37.43427687,45.51,16.14,0.0864,12.0,29.0,2.0,8,0.0,30
2283.0,552484.57,121.51386709,37.43427687,45.51,16.16,0.018000000000000002,12.0,29.0,2.0,8,0.734375,30
2283.0,552484.67,121.51386709,37.43427688,45.52,16.16,0.1548,12.0,29.0,2.0,8,0.3359375,30
2283.0,552484.76,121.51386713,37.43427697,45.52,16.21,0.738,12.0,29.0,2.0,8,0.4921875,30
2283.0,552484.86,121.51386713,37.43427708,45.51,16.15,0.35640000000000005,12.0,29.0,2.0,8,0.5859375,30
2283.0,552484.96,121.51386717,37.43427715,45.52,16.14,0.36719999999999997,12.0,29.0,2.0,8,0.5078125,30
2283.0,552485.07,121.51386721,37.43427726,45.52,16.17,0.4248,12.0,29.0,2.0,8,0.5078125,30
2283.0,552485.17,121.51386726,37.43427739,45.51,16.2,0.5508,12.0,29.0,2.0,8,0.46875,30
2283.0,552485.26,121.51386728,37.43427747,45.51,16.15,0.3888,12.0,29.0,2.0,8,0.5078125,30
2283.0,552485.36,121.51386731,37.43427757,45.52,16.15,0.3744,12.0,29.0,2.0,8,0.5078125,30
