GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,control_mode,shiftLevel
2284.0,370356.34,121.51293342,37.43373786,44.8,358.55,0.0036000000000000003,5,0.0,10
2284.0,370356.36,121.51293342,37.43373786,44.8,358.55,0.014400000000000001,5,0.0,10
2284.0,370356.43,121.51293342,37.43373786,44.8,358.55,0.0252,5,0.0,10
2284.0,370356.53,121.51293342,37.43373786,44.8,358.55,0.028800000000000003,5,0.0,10
2284.0,370356.63,121.51293342,37.43373786,44.8,358.55,0.007200000000000001,5,0.0,10
2284.0,370356.73,121.51293343,37.43373786,44.8,358.55,0.014400000000000001,5,0.0,10
2284.0,370356.83,121.51293343,37.43373786,44.8,358.55,0.028800000000000003,5,0.0,10
2284.0,370356.93,121.51293343,37.43373786,44.8,358.55,0.018000000000000002,5,0.0,10
2284.0,370357.03,121.51293343,37.43373786,44.8,358.55,0.0216,5,0.0,10
2284.0,370357.13,121.51293343,37.43373787,44.8,358.55,0.028800000000000003,5,0.0,10
2284.0,370357.23,121.51293344,37.43373787,44.8,358.55,0.014400000000000001,5,0.0,10
2284.0,370357.33,121.51293344,37.43373787,44.8,358.54,0.0216,5,0.0,10
2284.0,370357.43,121.51293344,37.43373787,44.8,358.55,0.028800000000000003,5,0.0,10
2284.0,370357.53,121.51293343,37.43373787,44.8,358.55,0.0036000000000000003,5,0.0,10
2284.0,370357.63,121.51293344,37.43373787,44.8,358.56,0.0108,5,0.0,10
2284.0,370357.73,121.51293344,37.43373787,44.8,358.55,0.0036000000000000003,5,0.0,10
2284.0,370357.83,121.51293344,37.43373787,44.8,358.56,0.039599999999999996,5,0.0,10
2284.0,370357.93,121.51293344,37.43373787,44.8,358.56,0.036000000000000004,5,0.0,10
2284.0,370358.03,121.51293344,37.43373787,44.8,358.56,0.061200000000000004,5,0.0,10
2284.0,370358.14,121.51293344,37.43373786,44.8,358.56,0.0432,5,0.0,10
