GPSWeek,GPSTime,imu_lon,imu_lat,imu_altitude,headingAngle,v,cmd_v,control_mode,shiftLevel
2284.0,363891.66,121.51291486,37.4338533,44.92,355.54,3.6864000000000003,5,0,10
2284.0,363891.68,121.51291482,37.43385348,44.92,355.36,3.6648,5,0,10
2284.0,363891.7,121.5129148,37.43385367,44.92,355.28,4.2084,5,0,10
2284.0,363891.72,121.51291482,37.43385391,44.92,355.39,4.881600000000001,5,0,10
2284.0,363891.74,121.51291486,37.43385415,44.92,355.56,4.8852,5,0,10
2284.0,363891.76,121.51291487,37.43385438,44.92,355.62,4.41,5,0,10
2284.0,363891.78,121.51291485,37.43385459,44.92,355.54,3.9492,5,0,10
2284.0,363891.8,121.51291481,37.43385478,44.92,355.38,3.8664000000000005,5,0,10
2284.0,363891.82,121.51291478,37.43385498,44.93,355.28,4.3632,5,0,10
2284.0,363891.84,121.51291485,37.43385531,44.92,355.38,5.13,5,0,10
2284.0,363891.86,121.51291487,37.43385557,44.92,355.58,5.259600000000001,5,0,10
2284.0,363891.88,121.51291489,37.43385582,44.92,355.71,4.77,5,0,10
2284.0,363891.9,121.51291486,37.43385604,44.92,355.66,4.104,5,0,10
2284.0,363891.92,121.5129148,37.43385623,44.92,355.49,3.798,5,0,10
2284.0,363891.94,121.51291474,37.43385641,44.92,355.35,3.9132,5,0,10
2284.0,363891.96,121.51291471,37.43385662,44.92,355.34,4.2948,5,0,10
2284.0,363891.98,121.51291469,37.43385684,44.92,355.46,4.615200000000001,5,0,10
2284.0,363892.0,121.51291467,37.43385707,44.92,355.58,4.5360000000000005,5,0,10
2284.0,363892.02,121.51291463,37.43385729,44.92,355.6,4.2264,5,0,10
2284.0,363892.04,121.5129146,37.4338575,44.91,355.54,4.014,5,0,10
2284.0,363892.06,121.51291454,37.43385769,44.91,355.47,4.024800000000001,5,0,10
2284.0,363892.08,121.5129145,37.4338579,44.91,355.46,4.2696,5,0,10
2284.0,363892.1,121.51291448,37.43385812,44.91,355.54,4.4496,5,0,10
2284.0,363892.12,121.51291446,37.43385834,44.91,355.66,4.3416,5,0,10
2284.0,363892.14,121.51291442,37.43385855,44.91,355.71,4.0032000000000005,5,0,10
2284.0,363892.16,121.51291437,37.43385873,44.91,355.67,3.7476,5,0,10
2284.0,363892.18,121.51291432,37.43385892,44.91,355.6,3.7476,5,0,10
2284.0,363892.2,121.51291428,37.43385911,44.92,355.6,4.0716,5,0,10
2284.0,363892.22,121.51291426,37.43385932,44.91,355.7,4.3128,5,0,10
2284.0,363892.24,121.51291419,37.43385953,44.91,355.8,4.212,5,0,10
2284.0,363892.26,121.51291414,37.43385973,44.91,355.84,3.8988,5,0,10
2284.0,363892.28,121.51291408,37.43385991,44.91,355.78,3.6035999999999997,5,0,10
2284.0,363892.3,121.51291401,37.43386008,44.91,355.67,3.5064,5,0,10
2284.0,363892.32,121.51291395,37.43386025,44.91,355.6,3.6432,5,0,10
2284.0,363892.34,121.51291393,37.43386044,44.91,355.64,3.9636,5,0,10
2284.0,363892.36,121.51291392,37.43386064,44.91,355.74,4.032000000000001,5,0,10
2284.0,363892.38,121.51291393,37.43386084,44.91,355.81,3.8520000000000003,5,0,10
2284.0,363892.4,121.51291392,37.43386103,44.91,355.82,3.6504000000000003,5,0,10
2284.0,363892.42,121.51291387,37.43386123,44.91,355.78,3.618,5,0,10
2284.0,363892.44,121.51291385,37.43386141,44.91,355.76,3.7908,5,0,10
2284.0,363892.46,121.51291384,37.43386161,44.91,355.79,4.0428,5,0,10
2284.0,363892.48,121.51291384,37.43386182,44.91,355.87,4.1508,5,0,10
2284.0,363892.5,121.51291383,37.43386202,44.91,355.94,4.0572,5,0,10
2284.0,363892.52,121.51291381,37.43386222,44.91,355.96,3.8520000000000003,5,0,10
2284.0,363892.54,121.51291377,37.4338624,44.91,355.92,3.636,5,0,10
2284.0,363892.56,121.51291373,37.43386258,44.91,355.83,3.5424,5,0,10
2284.0,363892.58,121.51291371,37.43386276,44.91,355.77,3.6864000000000003,5,0,10
2284.0,363892.6,121.51291371,37.43386295,44.91,355.8,4.0032000000000005,5,0,10
2284.0,363892.62,121.51291373,37.43386316,44.91,355.92,4.194,5,0,10
2284.0,363892.64,121.51291377,37.43386337,44.91,356.04,4.0896,5,0,10
2284.0,363892.66,121.51291379,37.43386357,44.91,356.1,3.762,5,0,10
2284.0,363892.68,121.51291378,37.43386375,44.92,356.07,3.42,5,0,10
2284.0,363892.7,121.51291375,37.43386391,44.92,355.99,3.3480000000000003,5,0,10
2284.0,363892.72,121.51291372,37.43386408,44.92,355.94,3.5136,5,0,10
2284.0,363892.74,121.51291371,37.43386427,44.92,355.97,3.8592000000000004,5,0,10
2284.0,363892.76,121.5129137,37.43386447,44.92,356.06,4.032000000000001,5,0,10
2284.0,363892.78,121.51291369,37.43386467,44.92,356.13,3.9132,5,0,10
2284.0,363892.8,121.51291366,37.43386485,44.92,356.12,3.6755999999999998,5,0,10
2284.0,363892.82,121.51291362,37.43386503,44.92,356.04,3.5748,5,0,10
2284.0,363892.84,121.51291364,37.43386524,44.92,355.99,3.8376,5,0,10
2284.0,363892.86,121.51291364,37.43386545,44.92,356.06,4.338,5,0,10
2284.0,363892.88,121.51291365,37.43386568,44.92,356.21,4.5756,5,0,10
2284.0,363892.9,121.51291365,37.4338659,44.92,356.34,4.4496,5,0,10
2284.0,363892.92,121.51291361,37.43386611,44.92,356.36,4.1472,5,0,10
2284.0,363892.94,121.51291355,37.43386631,44.92,356.26,3.9168000000000003,5,0,10
2284.0,363892.96,121.51291348,37.4338665,44.92,356.11,4.0644,5,0,10
2284.0,363892.98,121.51291344,37.43386671,44.92,356.11,4.7016,5,0,10
2284.0,363893.0,121.51291345,37.43386697,44.92,356.29,5.2092,5,0,10
2284.0,363893.02,121.51291346,37.43386723,44.92,356.48,5.0652,5,0,10
