GPSWeek,GPSTime,Latitude,Longitude,Altitude,cmd_v,v,shiftLevel
2282,548319.0,37.43206857,121.51935073,47.26,3,0.0,3
2282,548338.0,37.4320686,121.51935069,47.27,3,0.0,3
2282,548340.0,37.43206861,121.51935072,47.27,3,0.0,3
2282,548342.0,37.43206862,121.5193507,47.27,3,0.0,3
2282,548344.0,37.43206487,121.51935031,47.27,3,0.0,3
2282,548346.0,37.43205603,121.51934961,47.37,3,0.0,3
2282,548348.0,37.43204442,121.51934935,47.43,3,0.0,3
2282,548350.0,37.43203225,121.51934965,47.59,3,0.0,3
2282,548352.0,37.43202301,121.51935134,47.62,3,0.0,3
2282,548354.0,37.43201056,121.51935232,47.69,3,0.0,3
2282,548356.0,37.43199641,121.51935335,47.61,3,0.0,3
2282,548358.0,37.43198324,121.51935546,47.62,3,0.0,3
2282,548360.0,37.43197032,121.51935639,47.67,3,0.0,3
2282,548362.0,37.43195711,121.51935729,47.69,3,0.0,3
2282,548364.0,37.4319425,121.51935907,47.62,3,0.0,3
2282,548366.0,37.43192834,121.51936027,47.63,3,0.0,3
2282,548368.0,37.43191376,121.51936135,47.66,3,0.0,3
2282,548370.0,37.43190143,121.51936176,47.7,3,0.0,3
2282,548372.0,37.43188762,121.51936087,47.72,3,0.0,3
2282,548374.0,37.43187452,121.51936081,47.6,3,0.0,3
2282,548376.0,37.4318633,121.51936037,47.68,3,0.0,3
2282,548378.0,37.43184963,121.5193598,47.62,3,0.0,3
2282,548380.0,37.43183695,121.51935975,47.6,3,0.0,3
2282,548382.0,37.4318227,121.51935846,47.55,3,0.0,3
2282,548384.0,37.43180823,121.51935738,47.53,3,0.0,3
2282,548386.0,37.43179512,121.51935622,47.42,3,0.0,3
2282,548388.0,37.43178022,121.51935363,47.4,3,0.0,3
2282,548390.0,37.43176495,121.51935129,47.45,3,0.0,3
2282,548392.0,37.43175168,121.51934894,47.56,3,0.0,3
2282,548394.0,37.43173658,121.51934714,47.56,3,0.0,3
2282,548396.0,37.4317233,121.51934553,47.56,3,0.0,3
2282,548398.0,37.43170954,121.51934412,47.6,3,0.0,3
2282,548400.0,37.43169554,121.51934176,47.5,3,0.0,3
2282,548402.0,37.43167999,121.51933884,47.57,3,0.0,3
2282,548404.0,37.43166479,121.5193352,47.69,3,0.0,3
2282,548406.0,37.4316484,121.51933171,47.57,3,0.0,3
2282,548408.0,37.431633,121.51932866,47.56,3,0.0,3
2282,548410.0,37.43161821,121.51932527,47.49,3,0.0,3
2282,548412.0,37.43160124,121.51932125,47.39,3,0.0,3
2282,548414.0,37.43158425,121.51931734,47.23,3,0.0,3
2282,548416.0,37.43156921,121.51931426,47.22,3,0.0,3
2282,548418.0,37.43155435,121.51931043,47.21,3,0.0,3
2282,548420.0,37.43154026,121.51930747,47.17,3,0.0,3
2282,548422.0,37.43152756,121.51930474,47.18,3,0.96875,3
2282,548424.0,37.4315126,121.51930121,47.06,3,2.03125,3
2282,548426.0,37.43149815,121.51929873,47.02,3,2.578125,3
2282,548428.0,37.43148418,121.51929531,46.97,3,2.828125,3
2282,548430.0,37.43146979,121.51928982,46.96,3,2.734375,3
2282,548432.0,37.43145574,121.51928565,46.89,3,2.8125,3
2282,548434.0,37.43144164,121.51928106,46.82,3,2.7890625,3
2282,548436.0,37.43142838,121.51927739,46.81,3,2.71875,3
2282,548438.0,37.43141509,121.5192735,46.82,3,2.8828125,3
2282,548440.0,37.43140143,121.51926853,46.86,3,2.6953125,3
2282,548442.0,37.43138748,121.5192638,46.87,3,2.90625,3
2282,548444.0,37.43137489,121.51925935,46.83,3,2.71875,3
2282,548446.0,37.43135977,121.51925505,46.77,3,2.8671875,3
2282,548448.0,37.43134587,121.51925063,46.74,3,2.71875,3
2282,548450.0,37.43133345,121.51924603,46.7,3,2.921875,3
2282,548452.0,37.43131856,121.51924055,46.62,3,2.734375,3
2282,548454.0,37.43130491,121.51923601,46.58,3,2.8515625,3
2282,548456.0,37.4312899,121.51922976,46.46,3,2.8125,3
2282,548458.0,37.43127616,121.51922377,46.4,3,2.90625,3
2282,548460.0,37.43126416,121.51921888,46.36,3,2.734375,3
2282,548462.0,37.43125002,121.51921233,46.26,3,2.9453125,3
2282,548464.0,37.4312333,121.51920391,46.25,3,2.75,3
2282,548466.0,37.4312181,121.51919711,46.14,3,2.9609375,3
2282,548468.0,37.43120577,121.51919194,46.1,3,2.828125,3
2282,548470.0,37.43119131,121.51918433,46.11,3,2.9453125,3
2282,548472.0,37.43117647,121.51917644,46.02,3,2.90625,3
2282,548474.0,37.43116406,121.51916927,46.03,3,2.75,3
2282,548476.0,37.43115223,121.51916148,46.12,3,3.0,3
2282,548478.0,37.43113897,121.51915317,46.13,3,2.8125,3
2282,548480.0,37.43112682,121.51914554,46.14,3,2.9453125,3
2282,548482.0,37.43111399,121.51913686,46.07,3,2.828125,3
2282,548484.0,37.43110031,121.51912836,46.01,3,2.921875,3
2282,548486.0,37.43108911,121.51912187,45.93,3,3.0390625,3
2282,548488.0,37.43107665,121.51911475,46.02,3,2.7890625,3
2282,548490.0,37.43106329,121.51910709,46.05,3,3.0,3
2282,548492.0,37.43105062,121.51909961,46.05,3,3.0,3
2282,548494.0,37.4310377,121.51909261,46.12,3,2.734375,3
2282,548496.0,37.43102309,121.51908393,46.08,3,3.09375,3
2282,548498.0,37.43100973,121.51907538,46.09,3,3.0,3
2282,548500.0,37.43099583,121.51906609,46.2,3,2.71875,3
2282,548502.0,37.43098284,121.51905629,46.23,3,2.8515625,3
2282,548504.0,37.43097064,121.51904891,46.28,3,2.9453125,3
2282,548506.0,37.43095584,121.51903874,46.32,3,3.015625,3
2282,548508.0,37.43094364,121.51902917,46.45,3,2.7890625,3
2282,548510.0,37.43093255,121.51902204,46.55,3,3.0390625,3
2282,548512.0,37.43091756,121.51901001,46.49,3,2.984375,3
2282,548514.0,37.43090483,121.51900079,46.41,3,2.71875,3
2282,548516.0,37.43089219,121.51899056,46.39,3,3.078125,3
2282,548518.0,37.43087977,121.51897981,46.51,3,2.921875,3
2282,548520.0,37.43086536,121.51896813,46.48,3,2.90625,3
2282,548522.0,37.43085247,121.51895946,46.4,3,3.1171875,3
2282,548524.0,37.43084151,121.51895203,46.47,3,2.8828125,3
2282,548526.0,37.43082974,121.5189433,46.42,3,2.9453125,3
2282,548528.0,37.43081721,121.51893264,46.41,3,3.09375,3
2282,548530.0,37.43080619,121.51892326,46.43,3,2.8671875,3
2282,548532.0,37.4307957,121.51891475,46.44,3,2.9609375,3
2282,548534.0,37.43078283,121.51890293,46.45,3,3.1328125,3
2282,548536.0,37.43077097,121.51889269,46.49,3,2.8828125,3
2282,548538.0,37.43075863,121.51888155,46.45,3,3.015625,3
2282,548540.0,37.43074786,121.51887141,46.39,3,3.34375,3
2282,548542.0,37.43073721,121.51886041,46.46,3,3.3046875,3
2282,548544.0,37.43072615,121.51884921,46.5,3,2.8671875,3
2282,548546.0,37.43071617,121.51883712,46.62,3,3.0390625,3
2282,548548.0,37.43070558,121.51882623,46.61,3,3.265625,3
2282,548550.0,37.43069326,121.51881481,46.59,3,3.0390625,3
2282,548552.0,37.43068135,121.51880423,46.58,3,2.7890625,3
2282,548554.0,37.43067029,121.51879353,46.63,3,3.0390625,3
2282,548556.0,37.43065897,121.51878227,46.61,3,2.828125,3
2282,548558.0,37.430648,121.51877052,46.62,3,3.0,3
2282,548560.0,37.43063818,121.51876042,46.68,3,3.015625,3
2282,548562.0,37.43062719,121.51874744,46.79,3,2.75,3
2282,548564.0,37.43061664,121.51873638,46.8,3,3.078125,3
2282,548566.0,37.43060673,121.51872591,46.83,3,2.984375,3
2282,548568.0,37.43059702,121.51871416,46.86,3,2.71875,3
2282,548570.0,37.43058549,121.51869964,46.86,3,3.1171875,3
2282,548572.0,37.43057905,121.51869382,46.84,3,2.9609375,3
