GPSWeek,GPSTime,Latitude,Longitude,Altitude,cmd_v,v,shiftLevel
2282,549686.0,37.43100795,121.5135279,46.57,6,0.0,11
2282,549707.0,37.43100761,121.51352754,46.58,6,0.0,11
2282,549709.0,37.4310076,121.5135275,46.58,6,0.0,11
2282,549711.0,37.4310076,121.51352752,46.58,6,0.0,11
2282,549713.0,37.43100737,121.51352773,46.58,6,0.0,11
2282,549715.0,37.43100121,121.51353187,46.6,6,0.0,11
2282,549717.0,37.43098426,121.51354454,46.62,6,0.0,11
2282,549719.0,37.43095762,121.51356518,46.63,6,0.0,11
2282,549721.0,37.43093115,121.51358838,46.6,6,0.0,11
2282,549723.0,37.43090954,121.51361044,46.61,6,0.0,11
2282,549725.0,37.43088935,121.51363097,46.64,6,0.0,11
2282,549727.0,37.43086617,121.51365408,46.72,6,0.0,11
2282,549729.0,37.43084459,121.51367634,46.88,6,0.0,11
2282,549731.0,37.43082356,121.51369985,46.93,6,0.0,11
2282,549733.0,37.43080254,121.51372301,46.9,6,0.0,11
2282,549735.0,37.43078045,121.5137467,46.95,6,0.0,11
2282,549737.0,37.43075925,121.51377038,46.95,6,0.0,11
2282,549739.0,37.43073695,121.51379491,46.86,6,0.0,11
2282,549741.0,37.43071468,121.51381874,46.91,6,0.0,11
2282,549743.0,37.430694,121.51384197,46.84,6,0.0,11
2282,549745.0,37.43067135,121.51386773,46.89,6,0.0,11
2282,549747.0,37.43064886,121.51389353,46.97,6,0.0,11
2282,549749.0,37.43062954,121.5139181,46.97,6,0.0,11
2282,549751.0,37.43060826,121.51394461,46.95,6,0.0,11
2282,549753.0,37.43058778,121.5139722,46.96,6,0.0,11
2282,549755.0,37.43057108,121.5139987,46.91,6,0.0,11
2282,549757.0,37.43055327,121.51402869,46.86,6,0.0,11
2282,549759.0,37.43053647,121.51405945,46.98,6,0.0,11
2282,549761.0,37.43052003,121.5140878,47.1,6,0.0,11
2282,549763.0,37.4305029,121.51411558,47.16,6,0.0,11
2282,549765.0,37.4304843,121.51414382,47.25,6,0.0,11
2282,549767.0,37.43046748,121.51416911,47.45,6,0.0,11
2282,549769.0,37.43044762,121.51419789,47.5,6,0.0,11
2282,549771.0,37.43042965,121.51422602,47.62,6,0.0,11
2282,549773.0,37.43041232,121.5142547,47.68,6,0.0,11
2282,549775.0,37.43039371,121.51428461,47.85,6,0.0,11
2282,549777.0,37.4303774,121.5143125,47.91,6,0.0,11
2282,549779.0,37.43035967,121.51434228,47.94,6,0.0,11
2282,549781.0,37.43034298,121.51437419,48.06,6,0.0,11
2282,549783.0,37.43032778,121.51440355,48.15,6,0.0,11
2282,549785.0,37.43031098,121.51443237,48.36,6,0.0,11
2282,549787.0,37.43029422,121.51446212,48.57,6,0.0,11
2282,549789.0,37.43027856,121.51449203,48.62,6,0.0,11
2282,549791.0,37.43026311,121.51452077,48.69,6,1.2734375,11
2282,549793.0,37.43024587,121.51455277,48.82,6,3.953125,11
2282,549795.0,37.43023035,121.51458402,48.94,6,6.40625,11
2282,549797.0,37.43021675,121.51461464,49.03,6,6.6328125,11
