GPSTime,v
102643.25,3.58416
102648.25,3.33252
102653.25,3.1266720000000006
102658.25,3.4245360000000007
102663.25,3.456504
102668.25,3.4705439999999994
102673.25,3.5351999999999997
102678.25,3.596616
102683.25,3.5835120000000003
102688.25,3.7062
102693.26,4.0356
