PC_time_stamp,帧ID,帧内容
1696644474.1819074,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.1827786,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.2817483,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.282845,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.3817577,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.3829038,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.4819355,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.4829679,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.5820162,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.58303,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.68193,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.6830575,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.7819605,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.783134,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.882231,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.8832715,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644474.982177,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644474.983191,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.082196,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.0832527,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.1822367,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.1832829,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.2822423,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.2832866,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.382213,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.3832908,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.482358,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.4834132,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.5824015,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.5834095,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.682325,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.6834304,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.7824028,419406119,"{'档位': 0, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.783589,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.8824391,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.8834455,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644475.982594,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644475.9835932,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.0825992,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.0836499,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.1826503,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.1836486,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.282712,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.2835844,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.3827655,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.3837242,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.4826608,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.4837189,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.582713,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.5837398,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.682786,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.6838844,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.782805,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.7838387,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.8829556,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.883907,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644476.9828846,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644476.9839294,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.0829084,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.083987,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.182701,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.183781,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.2829797,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.2840712,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.3830774,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.3840697,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.483169,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.4841642,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 11, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.5831506,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.584159,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.6832495,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.6842232,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.7832453,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.7842546,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.8832967,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.884333,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644477.9833112,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644477.9843392,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.0834942,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.0844133,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.1833751,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.1843963,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 12, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.2834165,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.2844493,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 13, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.3836021,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.3844926,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 13, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.4832282,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.4843497,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 13, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.583271,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.5844548,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 13, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.6834269,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.6844215,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 14, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.783372,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.7844782,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 14, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.8837826,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.8847315,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 14, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644478.9837205,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644478.9847507,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 14, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.083788,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.084868,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 15, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.1838117,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.1848137,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 15, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.2838519,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.2848768,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.3839028,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.384938,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.4839063,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.485016,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.5840533,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.5850103,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.684065,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.6850526,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.7840474,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.785111,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.8840594,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.885138,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644479.9841232,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644479.9851594,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 16, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.0840094,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.0850313,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 17, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.1839345,419406119,"{'档位': 1, '车速': 0.0, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.1850142,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 18, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.2842252,419406119,"{'档位': 1, '车速': 0.1484375, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.285301,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 19, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.3842955,419406119,"{'档位': 1, '车速': 0.296875, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.3853543,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 19, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.4843454,419406119,"{'档位': 1, '车速': 0.4296875, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.4853747,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.584089,419406119,"{'档位': 1, '车速': 0.4140625, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.5852761,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.684197,419406119,"{'档位': 1, '车速': 0.453125, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.6852791,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.7844367,419406119,"{'档位': 1, '车速': 0.4921875, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.7854955,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.88447,419406119,"{'档位': 1, '车速': 0.5078125, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.8855743,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644480.9845865,419406119,"{'档位': 1, '车速': 0.53125, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644480.9856496,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.0845845,419406119,"{'档位': 1, '车速': 0.5859375, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.085672,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 20, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.1847193,419406119,"{'档位': 1, '车速': 0.6015625, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.1858742,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 21, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.2846906,419406119,"{'档位': 1, '车速': 0.640625, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.2857394,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 21, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.3848033,419406119,"{'档位': 1, '车速': 0.796875, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.3858445,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 22, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.484762,419406119,"{'档位': 1, '车速': 0.8515625, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.4857705,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 25, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.5847926,419406119,"{'档位': 1, '车速': 0.984375, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.585876,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 26, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.6849344,419406119,"{'档位': 1, '车速': 1.15625, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.685924,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 25, '方向盘故障': 0, '方向盘位置传感器值': 0}"
1696644481.7849662,419406119,"{'档位': 1, '车速': 1.2109375, '提升器高度': 0, '提升器合力': 250, '车不动原因': 0, '前轮转角': -100}"
1696644481.7859461,419406375,"{'刹车状态': 1, '发动机扭矩百分比': 24, '方向盘故障': 0, '方向盘位置传感器值': 0}"
